dataset,dependency_role,slope_change_per_year,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high
arxiv_qbio_titles,compound,-7.141923453966859e-05,0.00138391525450326,-0.002783893133366058,0.002641054664286721
arxiv_qbio_titles,conj,-5.336864955483422e-05,0.0005503893842123424,-0.0011321318426110252,0.0010253945435013568
arxiv_qbio_titles,csubj,-1.1565477448903562e-05,7.778169789192824e-05,-0.0001640176053170829,0.0001408866504192758
arxiv_qbio_titles,dative,-1.871280815176954e-05,1.1769096475217907e-05,-4.178023724319664e-05,4.354620939657557e-06
arxiv_qbio_titles,dep,2.9139073002908914e-06,7.807698766750707e-05,-0.00015011698852802297,0.00015594480312860475
arxiv_qbio_titles,det,0.0006909402793547573,0.0012623583615671548,-0.001783282109316866,0.0031651626680263808
arxiv_qbio_titles,dobj,-0.0015815189040777299,0.0007845083091956011,-0.003119155190101108,-4.38826180543517e-05
arxiv_qbio_titles,expl,-1.6747080453738402e-05,4.8908278403114805e-05,-0.00011260730612384342,7.911314521636661e-05
arxiv_qbio_titles,intj,-2.2919385434751903e-05,1.250782187722861e-05,-4.743471631411998e-05,1.595945444616172e-06
arxiv_qbio_titles,mark,-3.490006795878208e-05,6.837787464192848e-05,-0.0001689207022569619,9.912056633939773e-05
arxiv_qbio_titles,meta,-1.2103929211893027e-05,2.5681489070648075e-05,-6.243964779036325e-05,3.8231789366577196e-05
arxiv_qbio_titles,neg,2.847722526979436e-05,3.095980986462906e-05,-3.2204002064878594e-05,8.915845260446732e-05
arxiv_qbio_titles,nmod,-0.0005360814763431445,0.0002964928635014734,-0.0011172074888060324,4.504453611974327e-05
arxiv_qbio_titles,npadvmod,0.0008504494747570432,0.0004431153347197669,-1.8056581293699825e-05,0.0017189555308077863
arxiv_qbio_titles,nsubj,0.001820856402090471,0.0004069686244316759,0.0010231978982043863,0.0026185149059765557
arxiv_qbio_titles,nsubjpass,7.77405245972977e-05,9.51797936781853e-05,-0.00010881187101194548,0.0002642929202065409
arxiv_qbio_titles,nummod,-1.256255853931119e-05,0.0002671273728625484,-0.000536132209349906,0.0005110070922712837
arxiv_qbio_titles,oprd,1.7043763923850385e-05,1.3266136228817301e-05,-8.957863084631524e-06,4.3045390932332295e-05
arxiv_qbio_titles,parataxis,2.528573913635859e-05,1.741598240574412e-05,-8.849586378899886e-06,5.942106465161707e-05
arxiv_qbio_titles,pcomp,-0.0004719152179236709,0.00019604909379614764,-0.0008561714417641203,-8.765899408322156e-05
arxiv_qbio_titles,pobj,-0.0016251705783051212,0.001102335852346319,-0.0037857488489039066,0.0005354076922936641
arxiv_qbio_titles,poss,-9.295139654975606e-05,0.00010551734410388658,-0.00029976539099337376,0.00011386259789386165
arxiv_qbio_titles,preconj,-9.041734609729633e-06,3.7219694155762795e-05,-8.199233515502472e-05,6.390886593556544e-05
arxiv_qbio_titles,prep,-0.0019812232231516957,0.00104656856678273,-0.004032497614045847,7.005116774245514e-05
arxiv_qbio_titles,prt,-5.434910655320742e-05,3.825415114853457e-05,-0.00012932724280433517,2.062902969792034e-05
arxiv_qbio_titles,quantmod,-2.4410304157408845e-05,3.574003626685075e-05,-9.446077524043631e-05,4.564016692561862e-05
arxiv_qbio_titles,relcl,-0.00011339347918805122,0.00012130282693945207,-0.0003511470199893773,0.00012436006161327482
arxiv_qbio_titles,xcomp,-0.00037944573576996097,9.545840227319698e-05,-0.000566544204225427,-0.0001923472673144949
arxiv_stat_abstracts,ROOT,-0.0001611216724951457,0.00011311336724229422,-0.00038282387229004235,6.0580527299750975e-05
arxiv_stat_abstracts,acl,-0.00025696342302678876,8.652223850901065e-05,-0.0004265470105044496,-8.737983554912788e-05
arxiv_stat_abstracts,acomp,-0.00013957064650061053,0.00010344949572007734,-0.00034233165811196214,6.319036511074106e-05
arxiv_stat_abstracts,advcl,0.0007284845905017063,0.00019105824650194467,0.00035401042735789477,0.0011029587536455178
arxiv_stat_abstracts,advmod,-0.0006017124959198251,0.00010395149945193759,-0.0008054574348456227,-0.0003979675569940274
arxiv_stat_abstracts,agent,8.164618378941435e-06,4.360403402839515e-05,-7.729928831671305e-05,9.362852507459592e-05
arxiv_stat_abstracts,amod,0.005747003810405063,0.0006256643268768216,0.004520701729726493,0.006973305891083633
arxiv_stat_abstracts,appos,0.0006465430104285672,0.00010182700392619834,0.0004469620827332184,0.0008461239381239158
